47
100
146.689759 145.626824 63.811413 0.289230 0.469760 0.136100
146.564007 145.046588 63.928819 0.289230 0.469760 0.136100
146.408028 144.460410 64.026768 0.289230 0.469760 0.136100
146.227426 143.875226 64.117803 0.289230 0.469760 0.136100
146.028744 143.296894 64.214103 0.289230 0.469760 0.136100
145.822404 142.725386 64.322543 0.289230 0.469760 0.136100
145.616873 142.158530 64.445236 0.289230 0.469760 0.136100
145.413409 141.594083 64.582704 0.289230 0.469760 0.136100
145.209003 141.032104 64.735210 0.289230 0.469760 0.136100
145.001278 140.474656 64.905201 0.289230 0.469760 0.136100
144.793792 139.922917 65.094800 0.289230 0.469760 0.136100
144.592869 139.375866 65.302122 0.289230 0.469760 0.136100
144.402976 138.830692 65.522283 0.289230 0.469760 0.136100
144.221910 138.284934 65.749599 0.289230 0.469760 0.136100
144.048713 137.738639 65.983669 0.289230 0.469760 0.136100
143.882209 137.193795 66.226957 0.289230 0.469760 0.136100
143.723102 136.652754 66.482254 0.289230 0.469760 0.136100
143.570454 136.116875 66.751426 0.289230 0.469760 0.136100
143.422654 135.586502 67.034928 0.289230 0.469760 0.136100
143.280248 135.061515 67.331538 0.289230 0.469760 0.136100
143.141093 134.541595 67.638258 0.289230 0.469760 0.136100
143.001188 134.026296 67.951420 0.289230 0.469760 0.136100
142.855866 133.515843 68.269614 0.289230 0.469760 0.136100
142.702068 133.011377 68.593761 0.289230 0.469760 0.136100
142.539913 132.515010 68.926422 0.289230 0.469760 0.136100
142.369161 132.029315 69.270202 0.289230 0.469760 0.136100
142.188202 131.557293 69.626992 0.289230 0.469760 0.136100
141.993929 131.102623 69.998493 0.289230 0.469760 0.136100
141.784832 130.669065 70.386333 0.289230 0.469760 0.136100
141.560573 130.259827 70.791507 0.289230 0.469760 0.136100
141.322889 129.876298 71.213540 0.289230 0.469760 0.136100
141.072118 129.518916 71.650350 0.289230 0.469760 0.136100
140.807317 129.187601 72.098781 0.289230 0.469760 0.136100
140.524589 128.883390 72.554890 0.289230 0.469760 0.136100
140.220034 128.608145 73.014608 0.289230 0.469760 0.136100
